rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,match_id,set,rally_id
14,2.0,00:13:50,24907.0,9,5,A,2,放小球,,,2.0,,,,2.0,2.0,466.0,467.0,,,,,8.0,5.280487804878049,-0.4322916666666667,8.0,5.841463414634147,0.3333333333333333,0,1,1,13
14,3.0,00:13:51,24936.0,9,5,B,2,放小球,,1.0,2.0,2.0,466.0,467.0,2.0,1.0,464.0,436.0,,,,,7.0,4.2560975609756095,0.109375,8.0,5.060975609756097,-0.5,0,1,1,13
14,4.0,00:13:52,24964.0,9,5,A,2,挑球,,,2.0,1.0,464.0,436.0,1.0,4.0,457.0,631.0,,,,,1.0,4.0,-0.3020833333333333,7.0,4.7682926829268295,0.19270833333333334,0,1,1,13
14,5.0,00:13:53,25000.0,9,5,B,2,點扣,,,1.0,4.0,457.0,631.0,2.0,8.0,621.0,361.0,,,,,8.0,4.2073170731707314,0.6979166666666666,8.0,4.804878048780488,-0.5520833333333334,0,1,1,13
14,6.0,00:13:53,25016.0,9,5,A,2,擋小球,,1.0,2.0,8.0,621.0,361.0,1.0,7.0,501.0,482.0,,,,,8.0,4.7926829268292686,-0.6041666666666666,8.0,4.182926829268292,0.7135416666666666,0,1,1,13
14,7.0,00:13:54,25041.0,9,5,B,2,放小球,,1.0,1.0,7.0,501.0,482.0,2.0,7.0,755.0,411.0,,,,,7.0,4.158536585365853,0.18229166666666666,8.0,5.073170731707317,-0.59375,0,1,1,13
14,8.0,00:13:55,25065.0,9,5,A,2,挑球,,1.0,2.0,7.0,755.0,411.0,1.0,4.0,462.0,634.0,,,,,8.0,6.621951219512195,-0.3958333333333333,7.0,5.304878048780488,0.21875,0,1,1,13
14,9.0,00:13:56,25098.0,9,5,B,2,長球,,,1.0,4.0,462.0,634.0,1.0,13.0,506.0,309.0,,,,,8.0,4.451219512195122,0.703125,8.0,5.195121951219512,-0.5625,0,1,1,13
14,10.0,00:13:58,25141.0,9,5,A,2,點扣,,,1.0,13.0,506.0,309.0,2.0,6.0,410.0,545.0,,,,,9.0,4.512195121951219,-0.7916666666666666,8.0,5.548780487804878,0.5364583333333334,0,1,1,13
14,11.0,00:13:58,25156.0,9,5,B,2,防守回挑,,1.0,2.0,6.0,410.0,545.0,1.0,5.0,488.0,335.0,,,,,8.0,5.682926829268292,0.4375,9.0,4.512195121951219,-0.7708333333333334,0,1,1,13
14,12.0,00:13:59,25183.0,9,5,A,2,切球,,,1.0,5.0,488.0,335.0,2.0,2.0,468.0,455.0,,,,,5.0,4.036585365853658,-0.5885416666666666,8.0,4.451219512195122,0.453125,0,1,1,13
14,13.0,00:14:00,25209.0,9,5,B,2,放小球,,1.0,2.0,2.0,468.0,455.0,2.0,2.0,798.0,416.0,,,,,7.0,3.9146341463414633,0.203125,8.0,4.2439024390243905,-0.578125,0,1,1,13
14,14.0,00:14:01,25235.0,9,5,A,2,挑球,,1.0,2.0,2.0,798.0,416.0,1.0,4.0,446.0,628.0,,,,,7.0,7.109756097560975,-0.375,8.0,5.280487804878049,0.3333333333333333,0,1,1,13
14,15.0,00:14:02,25272.0,9,5,B,3,切球,,,1.0,4.0,446.0,628.0,2.0,6.0,779.0,384.0,對手落地致勝,落地致勝,B,,8.0,4.012195121951219,0.75,8.0,5.036585365853658,-0.5677083333333334,0,1,1,13
15,1.0,00:14:51,26734.0,10,5,B,1,發長球,,1.0,2.0,,,,1.0,9.0,684.0,314.0,,,,,8.0,5.548780487804878,0.296875,8.0,6.719512195121951,-0.6354166666666666,0,1,1,14
15,2.0,00:14:51,26758.0,10,5,A,2,殺球,,,1.0,9.0,684.0,314.0,2.0,8.0,614.0,549.0,,,,,9.0,6.2073170731707314,-0.71875,8.0,5.975609756097561,0.5052083333333334,0,1,1,14
15,3.0,00:14:52,26767.0,10,5,B,2,擋小球,,1.0,2.0,8.0,614.0,549.0,2.0,6.0,780.0,383.0,,,,,8.0,6.219512195121951,0.5677083333333334,9.0,5.682926829268292,-0.7395833333333334,0,1,1,14
15,4.0,00:14:53,26798.0,10,5,A,2,放小球,,1.0,2.0,6.0,780.0,383.0,2.0,1.0,811.0,473.0,,,,,8.0,6.463414634146342,-0.484375,8.0,6.280487804878049,0.4270833333333333,0,1,1,14
15,5.0,00:14:54,26825.0,10,5,B,3,放小球,,,2.0,1.0,811.0,473.0,2.0,1.0,820.0,450.0,掛網,對手掛網,A,,1.0,7.426829268292683,0.15104166666666666,8.0,6.426829268292683,-0.515625,0,1,1,14
16,2.0,00:15:16,27484.0,11,5,B,2,放小球,,1.0,2.0,,,,2.0,2.0,823.0,406.0,,,,,7.0,6.2926829268292686,0.13020833333333334,8.0,5.341463414634147,-0.484375,0,1,1,15
16,3.0,00:15:16,27509.0,11,5,A,2,挑球,,1.0,2.0,2.0,823.0,406.0,1.0,4.0,401.0,640.0,,,,,6.0,7.463414634146342,-0.4010416666666667,8.0,6.2926829268292686,0.3333333333333333,0,1,1,15
16,4.0,00:15:18,27545.0,11,5,B,2,長球,,,1.0,4.0,401.0,640.0,1.0,9.0,527.0,317.0,,,,,8.0,4.7439024390243905,0.7604166666666666,8.0,5.2560975609756095,-0.578125,0,1,1,15
16,5.0,00:15:19,27583.0,11,5,A,3,切球,,,1.0,9.0,527.0,317.0,2.0,15.0,892.0,522.0,對手落地致勝,落地致勝,A,,9.0,4.621951219512195,-0.7604166666666666,8.0,5.2439024390243905,0.5260416666666666,0,1,1,15
17,1.0,00:16:59,30573.0,11,6,A,1,發短球,,1.0,2.0,,,,2.0,7.0,592.0,480.0,,,,,8.0,5.780487804878049,-0.4635416666666667,8.0,4.878048780487805,0.4739583333333333,0,1,1,16
17,2.0,00:16:59,30595.0,11,6,B,2,挑球,,1.0,2.0,7.0,592.0,480.0,1.0,4.0,790.0,313.0,,,,,7.0,5.646341463414634,0.15625,8.0,5.609756097560975,-0.5677083333333334,0,1,1,16
17,3.0,00:17:01,30631.0,11,6,A,2,長球,,1.0,1.0,4.0,790.0,313.0,1.0,8.0,642.0,608.0,,,,,4.0,7.085365853658536,-0.7760416666666666,8.0,6.414634146341464,0.296875,0,1,1,16
17,4.0,00:17:02,30664.0,11,6,B,2,殺球,,,1.0,8.0,642.0,608.0,1.0,5.0,507.0,343.0,,,,,8.0,5.914634146341464,0.6354166666666666,8.0,5.280487804878049,-0.6458333333333334,0,1,1,16
17,5.0,00:17:02,30678.0,11,6,A,3,擋小球,,,1.0,5.0,507.0,343.0,2.0,1.0,465.0,439.0,掛網,對手掛網,B,,8.0,5.048780487804878,-0.6666666666666666,8.0,5.829268292682927,0.6927083333333334,0,1,1,16
18,2.0,00:17:18,31142.0,11,7,A,2,挑球,,,2.0,,,,1.0,9.0,786.0,625.0,,,,,8.0,4.475609756097561,-0.3854166666666667,8.0,5.695121951219512,0.3333333333333333,0,1,1,17
18,3.0,00:17:19,31172.0,11,7,B,2,擋小球,,,1.0,9.0,786.0,625.0,2.0,6.0,805.0,389.0,,,,,8.0,6.719512195121951,0.6979166666666666,8.0,5.5,-0.5,0,1,1,17
18,4.0,00:17:20,31211.0,11,7,A,2,放小球,,1.0,2.0,6.0,805.0,389.0,2.0,1.0,795.0,468.0,,,,,6.0,7.2073170731707314,-0.4322916666666667,8.0,6.5,0.6354166666666666,0,1,1,17
18,5.0,00:17:20,31214.0,11,7,B,2,挑球,,,2.0,1.0,795.0,468.0,1.0,9.0,740.0,312.0,,,,,7.0,7.365853658536586,0.20833333333333334,8.0,6.402439024390244,-0.5,0,1,1,17
18,6.0,00:17:21,31255.0,11,7,A,2,長球,,,1.0,9.0,740.0,312.0,1.0,4.0,432.0,639.0,,,,,9.0,6.304878048780488,-0.734375,8.0,6.329268292682927,0.4635416666666667,0,1,1,17
18,7.0,00:17:23,31294.0,11,7,B,2,點扣,,,1.0,4.0,432.0,639.0,2.0,6.0,780.0,362.0,,,,,9.0,3.8658536585365852,0.8125,8.0,5.219512195121951,-0.65625,0,1,1,17
18,8.0,00:17:23,31309.0,11,7,A,2,擋小球,,1.0,2.0,6.0,780.0,362.0,2.0,1.0,798.0,467.0,,,,,8.0,4.926829268292683,-0.6041666666666666,4.0,3.4390243902439024,0.8177083333333334,0,1,1,17
18,9.0,00:17:24,31347.0,11,7,B,2,挑球,,,2.0,1.0,798.0,467.0,1.0,4.0,791.0,311.0,,,,,7.0,7.036585365853658,0.15104166666666666,8.0,6.963414634146342,-0.4947916666666667,0,1,1,17
18,10.0,00:17:26,31393.0,11,7,A,2,殺球,,,1.0,4.0,791.0,311.0,2.0,5.0,846.0,551.0,,,,,4.0,7.182926829268292,-0.75,8.0,6.7317073170731705,0.359375,0,1,1,17
18,11.0,00:17:26,31405.0,11,7,B,2,擋小球,,,2.0,5.0,846.0,551.0,2.0,5.0,501.0,378.0,,,,,8.0,6.804878048780488,0.5052083333333334,4.0,7.060975609756097,-0.8125,0,1,1,17
18,12.0,00:17:27,31439.0,11,7,A,2,挑球,,,2.0,5.0,501.0,378.0,1.0,4.0,470.0,624.0,,,,,8.0,4.548780487804878,-0.5104166666666666,8.0,7.0,0.484375,0,1,1,17
18,13.0,00:17:28,31469.0,11,7,B,2,切球,,,1.0,4.0,470.0,624.0,2.0,7.0,520.0,414.0,,,,,8.0,4.560975609756097,0.6875,8.0,4.634146341463414,-0.5885416666666666,0,1,1,17
18,14.0,00:17:29,31496.0,11,7,A,2,挑球,,,2.0,7.0,520.0,414.0,1.0,14.0,924.0,631.0,,,,,8.0,4.414634146341464,-0.4114583333333333,8.0,4.475609756097561,0.59375,0,1,1,17
18,15.0,00:17:31,31534.0,11,7,B,2,切球,,,1.0,14.0,924.0,631.0,2.0,5.0,498.0,392.0,,,,,3.0,8.292682926829269,0.796875,8.0,5.804878048780488,-0.6041666666666666,0,1,1,17
18,16.0,00:17:32,31560.0,11,7,A,2,挑球,,,2.0,5.0,498.0,392.0,1.0,3.0,853.0,639.0,,,,,8.0,4.658536585365853,-0.453125,8.0,6.7073170731707314,0.546875,0,1,1,17
18,17.0,00:17:33,31595.0,11,7,B,2,切球,,,1.0,3.0,853.0,639.0,2.0,1.0,505.0,422.0,,,,,9.0,7.634146341463414,0.84375,8.0,5.573170731707317,-0.5572916666666666,0,1,1,17
18,18.0,00:17:34,31621.0,11,7,A,2,放小球,,,2.0,1.0,505.0,422.0,2.0,2.0,437.0,460.0,,,,,7.0,4.658536585365853,-0.328125,8.0,6.487804878048781,0.5677083333333334,0,1,1,17
18,19.0,00:17:34,31647.0,11,7,B,2,挑球,,1.0,2.0,2.0,437.0,460.0,1.0,3.0,514.0,315.0,,,,,2.0,3.7804878048780486,0.078125,8.0,4.902439024390244,-0.40625,0,1,1,17
18,20.0,00:17:36,31699.0,11,7,A,2,點扣,,,1.0,3.0,514.0,315.0,2.0,8.0,599.0,544.0,,,,,9.0,4.426829268292683,-0.8072916666666666,8.0,5.170731707317073,0.34375,0,1,1,17
18,21.0,00:17:37,31715.0,11,7,B,2,擋小球,,,2.0,8.0,599.0,544.0,2.0,1.0,510.0,399.0,,,,,8.0,5.2560975609756095,0.5,9.0,4.817073170731708,-0.71875,0,1,1,17
18,22.0,00:17:37,31735.0,11,7,A,2,放小球,,,2.0,1.0,510.0,399.0,2.0,1.0,855.0,483.0,,,,,8.0,4.597560975609756,-0.484375,8.0,5.073170731707317,0.515625,0,1,1,17
18,23.0,00:17:38,31765.0,11,7,B,2,放小球,,,2.0,1.0,855.0,483.0,2.0,2.0,812.0,422.0,,,,,1.0,7.560975609756097,0.18229166666666666,8.0,5.963414634146342,-0.5520833333333334,0,1,1,17
18,24.0,00:17:39,31797.0,11,7,A,2,挑球,,1.0,2.0,2.0,812.0,422.0,1.0,3.0,889.0,645.0,,,,,7.0,7.085365853658536,-0.328125,8.0,6.573170731707317,0.296875,0,1,1,17
18,25.0,00:17:41,31843.0,11,7,B,2,切球,,,1.0,3.0,889.0,645.0,2.0,2.0,811.0,400.0,,,,,3.0,8.402439024390244,0.8958333333333334,8.0,5.865853658536586,-0.5833333333333334,0,1,1,17
18,26.0,00:17:42,31875.0,11,7,A,2,放小球,,1.0,2.0,2.0,811.0,400.0,2.0,1.0,774.0,457.0,,,,,6.0,7.146341463414634,-0.3854166666666667,8.0,7.060975609756097,0.5833333333333334,0,1,1,17
18,27.0,00:17:43,31904.0,11,7,B,2,放小球,,,2.0,1.0,774.0,457.0,2.0,7.0,533.0,439.0,,,,,7.0,6.987804878048781,0.041666666666666664,8.0,6.2439024390243905,-0.4635416666666667,0,1,1,17
18,28.0,00:17:44,31932.0,11,7,A,2,放小球,,,2.0,7.0,533.0,439.0,1.0,7.0,713.0,457.0,,,,,7.0,4.414634146341464,-0.2760416666666667,7.0,6.341463414634147,0.08854166666666667,0,1,1,17
18,29.0,00:17:45,31953.0,11,7,B,3,撲球,,,1.0,7.0,713.0,457.0,2.0,8.0,716.0,366.0,對手落地致勝,落地致勝,B,,7.0,5.634146341463414,0.057291666666666664,1.0,4.073170731707317,-0.3541666666666667,0,1,1,17
19,2.0,00:18:21,33049.0,12,7,A,2,推球,,1.0,2.0,,,,1.0,6.0,469.0,544.0,,,,,7.0,5.695121951219512,-0.375,8.0,5.902439024390244,0.3541666666666667,0,1,1,18
19,3.0,00:18:21,33050.0,12,7,B,2,擋小球,,1.0,1.0,6.0,469.0,544.0,2.0,1.0,475.0,415.0,,,,,8.0,5.146341463414634,0.390625,8.0,5.073170731707317,-0.4270833333333333,0,1,1,18
19,4.0,00:18:22,33073.0,12,7,A,2,挑球,,,2.0,1.0,475.0,415.0,1.0,4.0,394.0,635.0,,,,,8.0,4.402439024390244,-0.3854166666666667,8.0,4.902439024390244,0.453125,0,1,1,18
19,5.0,00:18:23,33103.0,12,7,B,2,長球,,,1.0,4.0,394.0,635.0,1.0,13.0,751.0,310.0,,,,,8.0,4.0,0.7395833333333334,8.0,4.987804878048781,-0.578125,0,1,1,18
19,6.0,00:18:24,33136.0,12,7,A,2,點扣,,,1.0,13.0,751.0,310.0,2.0,5.0,841.0,555.0,,,,,8.0,6.390243902439025,-0.7083333333333334,8.0,5.439024390243903,0.6666666666666666,0,1,1,18
19,7.0,00:18:24,33149.0,12,7,B,2,擋小球,,,2.0,5.0,841.0,555.0,2.0,8.0,516.0,388.0,,,,,8.0,6.7439024390243905,0.4947916666666667,9.0,6.658536585365853,-0.734375,0,1,1,18
19,8.0,00:18:26,33180.0,12,7,A,2,推球,,,2.0,8.0,516.0,388.0,1.0,6.0,439.0,566.0,,,,,8.0,4.829268292682927,-0.4739583333333333,8.0,6.463414634146342,0.4635416666666667,0,1,1,18
19,9.0,00:18:26,33198.0,12,7,B,2,過度切球,1.0,,1.0,6.0,439.0,566.0,2.0,8.0,518.0,384.0,,,,,8.0,5.378048780487805,0.46875,8.0,4.914634146341464,-0.546875,0,1,1,18
19,10.0,00:18:27,33215.0,12,7,A,2,平球,,,2.0,8.0,518.0,384.0,1.0,8.0,600.0,541.0,,,,,8.0,4.426829268292683,-0.5729166666666666,8.0,4.658536585365853,0.5052083333333334,0,1,1,18
19,11.0,00:18:27,33227.0,12,7,B,2,平球,,,1.0,8.0,600.0,541.0,2.0,8.0,699.0,370.0,,,,,8.0,5.414634146341464,0.46875,8.0,4.646341463414634,-0.546875,0,1,1,18
19,12.0,00:18:28,33246.0,12,7,A,2,挑球,,1.0,2.0,8.0,699.0,370.0,1.0,3.0,883.0,625.0,,,,,8.0,5.573170731707317,-0.4739583333333333,8.0,5.670731707317073,0.4166666666666667,0,1,1,18
19,13.0,00:18:29,33276.0,12,7,B,2,過度切球,,,1.0,3.0,883.0,625.0,1.0,8.0,591.0,378.0,,,,,5.0,7.695121951219512,0.78125,8.0,5.817073170731708,-0.5677083333333334,0,1,1,18
19,14.0,00:18:29,33299.0,12,7,A,2,放小球,,,1.0,8.0,591.0,378.0,2.0,2.0,415.0,486.0,,,,,8.0,5.426829268292683,-0.546875,8.0,6.878048780487805,0.5729166666666666,0,1,1,18
19,15.0,00:18:30,33327.0,12,7,B,2,放小球,,1.0,2.0,2.0,415.0,486.0,2.0,1.0,444.0,423.0,,,,,6.0,3.6341463414634148,0.265625,8.0,5.329268292682927,-0.515625,0,1,1,18
19,16.0,00:18:31,33354.0,12,7,A,2,放小球,,,2.0,1.0,444.0,423.0,2.0,2.0,437.0,456.0,,,,,5.0,3.902439024390244,-0.40625,8.0,4.536585365853658,0.3229166666666667,0,1,1,18
19,17.0,00:18:32,33384.0,12,7,B,3,放小球,,1.0,2.0,2.0,437.0,456.0,2.0,1.0,426.0,447.0,未過網,對手未過網,A,,2.0,3.6951219512195124,0.03125,8.0,4.7073170731707314,-0.4010416666666667,0,1,1,18
20,2.0,00:19:01,34245.0,13,7,B,2,點扣,,,1.0,,,,2.0,6.0,807.0,354.0,,,,,3.0,7.902439024390244,0.84375,8.0,5.451219512195122,-0.5520833333333334,0,1,1,19
20,3.0,00:19:02,34260.0,13,7,A,2,擋小球,,1.0,2.0,6.0,807.0,354.0,2.0,1.0,817.0,462.0,,,,,8.0,5.548780487804878,-0.5625,8.0,6.926829268292683,0.6770833333333334,0,1,1,19
20,4.0,00:19:02,34286.0,13,7,B,2,放小球,,,2.0,1.0,817.0,462.0,2.0,2.0,781.0,431.0,,,,,7.0,7.280487804878049,0.13541666666666666,8.0,6.378048780487805,-0.53125,0,1,1,19
20,5.0,00:19:03,34317.0,13,7,A,2,放小球,,1.0,2.0,2.0,781.0,431.0,2.0,1.0,783.0,457.0,,,,,7.0,6.926829268292683,-0.2708333333333333,7.0,6.695121951219512,0.203125,0,1,1,19
20,6.0,00:19:04,34342.0,13,7,B,2,放小球,,,2.0,1.0,783.0,457.0,1.0,2.0,809.0,431.0,,,,,7.0,7.146341463414634,-0.005208333333333333,7.0,6.524390243902439,-0.3125,0,1,1,19
20,7.0,00:19:05,34359.0,13,7,A,3,撲球,,1.0,1.0,2.0,809.0,431.0,2.0,8.0,581.0,614.0,對手落地致勝,落地致勝,A,,7.0,6.317073170731708,-0.25,7.0,7.085365853658536,0.010416666666666666,0,1,1,19
21,1.0,00:19:27,35038.0,13,8,A,1,發長球,,1.0,2.0,,,,1.0,9.0,540.0,633.0,,,,,8.0,5.817073170731708,-0.4583333333333333,8.0,4.817073170731708,0.5052083333333334,0,1,1,20
21,2.0,00:19:28,35068.0,13,8,B,2,點扣,,,1.0,9.0,540.0,633.0,2.0,5.0,499.0,359.0,,,,,8.0,4.841463414634147,0.65625,8.0,5.182926829268292,-0.5729166666666666,0,1,1,20
21,3.0,00:19:29,35081.0,13,8,A,2,擋小球,,,2.0,5.0,499.0,359.0,2.0,2.0,447.0,489.0,,,,,8.0,4.890243902439025,-0.5989583333333334,8.0,5.024390243902439,0.6614583333333334,0,1,1,20
21,4.0,00:19:30,35105.0,13,8,B,2,挑球,,1.0,2.0,2.0,447.0,489.0,1.0,4.0,759.0,317.0,,,,,8.0,3.9146341463414633,0.2708333333333333,8.0,4.780487804878049,-0.59375,0,1,1,20
21,5.0,00:19:31,35142.0,13,8,A,2,長球,,1.0,1.0,4.0,759.0,317.0,1.0,8.0,742.0,604.0,,,,,9.0,6.682926829268292,-0.8020833333333334,8.0,6.024390243902439,0.296875,0,1,1,20
21,6.0,00:19:32,35173.0,13,8,B,3,點扣,,,1.0,8.0,742.0,604.0,2.0,5.0,455.0,354.0,對手落地致勝,落地致勝,B,,8.0,6.573170731707317,0.7239583333333334,8.0,5.414634146341464,-0.640625,0,1,1,20
22,2.0,00:20:03,36096.0,14,8,A,2,長球,,,1.0,,,,1.0,4.0,475.0,638.0,,,,,9.0,5.329268292682927,-0.7864583333333334,8.0,5.7926829268292686,0.4791666666666667,0,1,1,21
22,3.0,00:20:04,36132.0,14,8,B,2,切球,,,1.0,4.0,475.0,638.0,2.0,6.0,814.0,394.0,,,,,8.0,4.451219512195122,0.71875,8.0,5.219512195121951,-0.6041666666666666,0,1,1,21
22,4.0,00:20:05,36163.0,14,8,A,2,挑球,,1.0,2.0,6.0,814.0,394.0,1.0,9.0,781.0,621.0,,,,,8.0,7.060975609756097,-0.4270833333333333,8.0,5.597560975609756,0.5260416666666666,0,1,1,21
22,5.0,00:20:06,36195.0,14,8,B,2,點扣,,,1.0,9.0,781.0,621.0,2.0,8.0,542.0,352.0,,,,,8.0,7.097560975609756,0.7552083333333334,8.0,5.841463414634147,-0.59375,0,1,1,21
22,6.0,00:20:06,36208.0,14,8,A,2,防守回抽,,,2.0,8.0,542.0,352.0,1.0,8.0,498.0,571.0,,,,,8.0,5.365853658536586,-0.5989583333333334,8.0,7.195121951219512,0.75,0,1,1,21
22,7.0,00:20:07,36234.0,14,8,B,2,切球,,,1.0,8.0,498.0,571.0,2.0,7.0,513.0,415.0,,,,,8.0,4.817073170731708,0.53125,8.0,4.7926829268292686,-0.6041666666666666,0,1,1,21
22,8.0,00:20:08,36263.0,14,8,A,2,挑球,,,2.0,7.0,513.0,415.0,1.0,4.0,448.0,643.0,,,,,8.0,4.280487804878049,-0.4114583333333333,8.0,4.524390243902439,0.3645833333333333,0,1,1,21
22,9.0,00:20:10,36300.0,14,8,B,2,長球,,,1.0,4.0,448.0,643.0,1.0,9.0,714.0,311.0,,,,,8.0,3.951219512195122,0.7447916666666666,8.0,5.134146341463414,-0.5885416666666666,0,1,1,21
22,10.0,00:20:11,36346.0,14,8,A,2,長球,,,1.0,9.0,714.0,311.0,1.0,4.0,473.0,635.0,,,,,9.0,6.170731707317073,-0.7708333333333334,8.0,6.085365853658536,0.5,0,1,1,21
22,11.0,00:20:12,36385.0,14,8,B,2,殺球,,,1.0,4.0,473.0,635.0,2.0,5.0,460.0,353.0,,,,,9.0,4.073170731707317,0.84375,8.0,5.463414634146342,-0.640625,0,1,1,21
22,12.0,00:20:14,36423.0,14,8,A,2,擋小球,,,2.0,5.0,460.0,353.0,2.0,2.0,451.0,491.0,,,,,8.0,4.853658536585366,-0.609375,8.0,4.048780487804878,0.7760416666666666,0,1,1,21
22,13.0,00:20:14,36428.0,14,8,B,2,放小球,,1.0,2.0,2.0,451.0,491.0,2.0,1.0,456.0,412.0,,,,,6.0,3.7439024390243905,0.22395833333333334,8.0,4.463414634146342,-0.5364583333333334,0,1,1,21
22,14.0,00:20:15,36462.0,14,8,A,2,挑球,,,2.0,1.0,456.0,412.0,1.0,4.0,423.0,638.0,,,,,1.0,3.7804878048780486,-0.3541666666666667,8.0,4.378048780487805,0.296875,0,1,1,21
22,15.0,00:20:16,36493.0,14,8,B,3,切球,,,1.0,4.0,423.0,638.0,2.0,11.0,852.0,358.0,出界,對手出界,A,,8.0,4.182926829268292,0.609375,8.0,4.7560975609756095,-0.5833333333333334,0,1,1,21
23,2.0,00:20:50,37506.0,14,9,B,2,挑球,,,2.0,,,,1.0,4.0,813.0,316.0,,,,,7.0,5.865853658536586,0.203125,8.0,5.609756097560975,-0.4635416666666667,0,1,1,22
23,3.0,00:20:51,37543.0,14,9,A,2,長球,,1.0,1.0,4.0,813.0,316.0,1.0,8.0,757.0,549.0,,,,,4.0,7.304878048780488,-0.7552083333333334,8.0,6.329268292682927,0.3541666666666667,0,1,1,22
23,4.0,00:20:51,37559.0,14,9,B,2,點扣,,,1.0,8.0,757.0,549.0,2.0,8.0,542.0,358.0,,,,,8.0,6.841463414634147,0.4322916666666667,9.0,6.134146341463414,-0.734375,0,1,1,22
23,5.0,00:20:52,37573.0,14,9,A,3,擋小球,,,2.0,8.0,542.0,358.0,2.0,7.0,529.0,437.0,掛網,對手掛網,B,,8.0,5.390243902439025,-0.625,8.0,7.097560975609756,0.5364583333333334,0,1,1,22
24,2.0,00:21:11,38158.0,15,9,A,2,殺球,,,1.0,,,,2.0,8.0,701.0,549.0,,,,,9.0,6.7682926829268295,-0.7916666666666666,8.0,6.402439024390244,0.5260416666666666,0,1,1,23
24,3.0,00:21:12,38170.0,15,9,B,2,擋小球,,,2.0,8.0,701.0,549.0,1.0,7.0,637.0,404.0,,,,,8.0,6.585365853658536,0.578125,9.0,6.780487804878049,-0.7291666666666666,0,1,1,23
24,4.0,00:21:13,38190.0,15,9,A,3,撲球,,,1.0,7.0,637.0,404.0,2.0,3.0,880.0,619.0,對手落地致勝,落地致勝,A,,7.0,5.597560975609756,-0.375,8.0,5.902439024390244,0.5260416666666666,0,1,1,23
25,1.0,00:21:41,39036.0,16,9,A,1,發短球,,1.0,2.0,,,,2.0,2.0,467.0,497.0,,,,,8.0,5.7682926829268295,-0.4479166666666667,8.0,4.817073170731708,0.4947916666666667,0,1,1,24
25,2.0,00:21:42,39062.0,16,9,B,2,放小球,,1.0,2.0,2.0,467.0,497.0,2.0,2.0,778.0,409.0,,,,,7.0,4.219512195121951,0.20833333333333334,8.0,5.329268292682927,-0.5260416666666666,0,1,1,24
25,3.0,00:21:42,39089.0,16,9,A,2,推球,,1.0,2.0,2.0,778.0,409.0,1.0,5.0,839.0,582.0,,,,,8.0,6.7560975609756095,-0.40625,8.0,5.719512195121951,0.3802083333333333,0,1,1,24
25,4.0,00:21:43,39112.0,16,9,B,2,切球,,,1.0,5.0,839.0,582.0,2.0,2.0,780.0,428.0,,,,,5.0,7.7682926829268295,0.5572916666666666,8.0,5.780487804878049,-0.5729166666666666,0,1,1,24
25,5.0,00:21:44,39136.0,16,9,A,2,放小球,,1.0,2.0,2.0,780.0,428.0,2.0,2.0,469.0,463.0,,,,,7.0,6.975609756097561,-0.359375,8.0,7.012195121951219,0.4947916666666667,0,1,1,24
25,6.0,00:21:45,39165.0,16,9,B,2,挑球,,1.0,2.0,2.0,469.0,463.0,1.0,9.0,548.0,314.0,,,,,7.0,4.158536585365853,0.08854166666666667,8.0,5.865853658536586,-0.5572916666666666,0,1,1,24
25,7.0,00:21:46,39197.0,16,9,A,2,點扣,,,1.0,9.0,548.0,314.0,2.0,6.0,444.0,546.0,,,,,9.0,5.341463414634147,-0.7552083333333334,8.0,4.914634146341464,0.3229166666666667,0,1,1,24
25,8.0,00:21:46,39209.0,16,9,B,2,擋小球,,1.0,2.0,6.0,444.0,546.0,2.0,8.0,721.0,372.0,,,,,8.0,5.829268292682927,0.4427083333333333,13.0,4.7073170731707314,-0.8177083333333334,0,1,1,24
25,9.0,00:21:47,39238.0,16,9,A,2,放小球,,1.0,2.0,8.0,721.0,372.0,2.0,1.0,777.0,463.0,,,,,8.0,6.2317073170731705,-0.5729166666666666,8.0,5.829268292682927,0.5364583333333334,0,1,1,24
25,10.0,00:21:48,39269.0,16,9,B,2,挑球,,,2.0,1.0,777.0,463.0,1.0,4.0,749.0,317.0,,,,,7.0,6.7439024390243905,0.13020833333333334,8.0,6.170731707317073,-0.5260416666666666,0,1,1,24
25,11.0,00:21:50,39310.0,16,9,A,2,點扣,,,1.0,4.0,749.0,317.0,2.0,5.0,878.0,544.0,,,,,9.0,6.609756097560975,-0.734375,8.0,6.439024390243903,0.4114583333333333,0,1,1,24
25,12.0,00:21:50,39328.0,16,9,B,2,擋小球,,,2.0,5.0,878.0,544.0,2.0,6.0,819.0,385.0,,,,,5.0,7.7439024390243905,0.4583333333333333,9.0,6.524390243902439,-0.7395833333333334,0,1,1,24
25,13.0,00:21:52,39360.0,16,9,A,2,放小球,,1.0,2.0,6.0,819.0,385.0,2.0,1.0,876.0,485.0,,,,,6.0,7.341463414634147,-0.4947916666666667,8.0,6.585365853658536,0.3958333333333333,0,1,1,24
25,14.0,00:21:53,39390.0,16,9,B,2,挑球,,,2.0,1.0,876.0,485.0,1.0,6.0,752.0,335.0,,,,,1.0,7.914634146341464,0.140625,8.0,6.841463414634147,-0.5104166666666666,0,1,1,24
